Quartal;IVW-Nr.;Titel-Nr.;Titel;Zusatz;Ort;Verlagsnummer;Erscheinungsweisen;Kennzeichen Statistik;Mitgliedsnummer;Verbreitung;Verkauf;Druckauflage gesamt;Verkauf zur Weitergabe an Kunden;Abo gesamt;dav Mehrf 25;dav Mitgl;EV-Verkauf;EV-Lieferung;Remittenden;Lesezirkel;Bordexemplare;Sonst Verk;Freist gesamt;davon ausgelegt;Zahl Auslege-Stellen;Reste/Belege;Sonderhinweis;Verbreitung (Ausland);Verkauf (Ausland);Druckauflage gesamt (A);Verkauf zur Weitergabe an Kunden (A);Abo gesamt (A);dav Mehrf 25 (A);dav Mitgl (A);EV-Verkauf (A);EV-Lieferung (A);Remittenden (A);Lesezirkel (A);Bordexemplare (A);Sonst Verk (A);Freist gesamt (A);davon ausgelegt (A);Zahl Auslege-Stellen (A);Reste/Belege (A);Sachgruppe;Bindeauflage;VerkAuflage;VertriebAb;Postvert_gesamt;Postvert_CDROM;Direktvertr_gesamt;Direktvertr_CDROM;Verbreitung_gesamt;Verbreitung_CDROM;Korrektur_KZ;Supplement_Gesamtverkauf;Supplement_Sonstige_Verbreitung_gesamt;Nicht_IVW-angeschlossene_Trägerobjekte;Bindeauflage (CD);VerkAuflage (CD);Freist gesamt (CD);Erschienen;ZIS-Schlüssel/PZ-Nr.
20212;3010501022;324;Baustoffmarkt;;Köln;405;mtl;11;324;3051;2859;3100;;1621;;;;;;;;1238;192;;;;;97;93;;;86;;;;;;;;7;4;;;;305;;;;;;;;;;;;;;;;;;0
20212;3111001192;325;Berufskraftfahrer Zeitung;;Wegberg;7205;10 x jähr;11;325;15832;13008;19500;;1588;;895;;;;;;11420;2824;;;;;62;15;;;15;;1;;;;;;;47;;;;304;;;;;;;;;;;;;;;;;;0
20212;3050602022;329;mb marketing berater;BTE-Magazin für den Modehandel;Köln;1036;7 x jähr;11;329;9384;206;9440;;206;;;;;;;;;9178;;;;;7;4;;;4;;;;;;;;;3;;;;302;;;;;;;;;;;;;;;;;;0
20212;2310101372;334;Creditreform;;Düsseldorf;4489;mtl;11;334;119897;116247;121408;;116247;;116247;;;;;;;3650;;;;;575;239;;;239;;239;;;;;;;336;;;;220;;;;;;;;;;;;;;;;;;532698
20212;3060101012;336;cav - Prozesstechnik für die Chemieindustrie;;Leinfelden-Echterdingen;1060;10 x jähr;11;336;19302;3968;17000;;28;;;;;;;;3940;15334;;;;;65;7;;;7;;;;;;;;;58;;;;303;;;;;;;;;;;;;;;;;;0
20212;3060101012;11779;cav - Prozesstechnik für die Chemieindustrie;davon ePaper;Leinfelden-Echterdingen;1060;mtl;12;11779;2402;2189;;;;;;;;;;;2189;213;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3011601012;337;cci Zeitung Führende Fachzeitung;für die Lüftung- Klima- Kältebranche;Karlsruhe;1007;14 x jähr;11;337;5066;1951;5100;;1750;;;;;;;;201;3115;;;;;283;196;;;187;;;;;;;;9;87;;;;305;;;;;;;;;;;;;;;;;;0
20212;3050401032;341;Casting Plant and Technology International;;Düsseldorf;494;vtl-jähr;11;341;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3060101032;344;Chemie Technik;;Heidelberg;961;10 x jähr;11;344;24101;2558;24300;;131;;;;;;;;2427;21543;;;;;1184;69;;;15;;;;;;;;54;1115;;;;303;;;;;;;;;;;;;;;;;;0
20212;3160501052;348;INDUSTRIELLE AUTOMATION;;Mainz;1085;6 x jähr;11;348;23804;95;24000;;95;;;;;;;;;23709;;;;;53;7;;;7;;;;;;;;;46;;;;303;;;;;;;;;;;;;;;;;;0
20212;3041201032;352;Mappe Die Malerzeitschrift;;Geislingen/Steige;862;mtl;11;352;19581;2696;19700;;2138;;;;;;;;558;16885;;;;;187;159;;;145;;;;;;;;14;28;;;;305;;;;;;;;;;;;;;;;;;0
20212;3041201032;12148;Mappe Die Malerzeitschrift;davon ePaper;Geislingen/Steige;862;mtl;12;12148;88;1;;;1;;;;;;;;;87;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3120401012;353;dei - Prozesstechnik für die Lebensmittelindustrie;;Leinfelden-Echterdingen;1060;8 x jähr;11;353;8301;1850;7000;;28;;;;;;;;1822;6451;;;;;147;6;;;6;;;;;;;;;141;;;;302;;;;;;;;;;;;;;;;;;0
20212;3120401012;11780;dei - Prozesstechnik für die Lebensmittelindustrie;davon ePaper;Leinfelden-Echterdingen;1060;10 x jähr;12;11780;1395;1121;;;;;;;;;;;1121;274;;;;;;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;3020101012;356;Deutsche Apotheker Zeitung;;Stuttgart;1285;woe;11;356;27969;17092;28684;;13010;;;;;;;;4082;10877;;;;;291;256;;;255;;;;;;;;1;35;;;;313;;;;;;;;;;;;;;;;;;0
20212;1611001000;357;Schweriner Volkszeitung Gesamt;;Schwerin;300;Mo-Sa;11;357;69477;68224;65899;;57980;;;3396;7116;3720;;;6848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100471
20212;1611001000;8641;Schweriner Volkszeitung Gesamt;davon ePaper;Schwerin;300;Mo-Sa;12;8641;9669;9669;;;4276;;;11;11;;;;5382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100471
20212;3010301082;358;Detail;;München;7116;10 x jähr;11;358;18462;14727;24833;;13807;;;652;1771;1119;;;268;3735;123;1;;;6571;6172;;;5863;;;249;625;376;;;60;399;;;;305;;;;;;;;;;;;;;;;;;0
20212;3010301082;11895;Detail;davon ePaper;München;7116;10 x jähr;12;11895;331;291;;;252;;;19;19;;;;20;40;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3020604002;363;Deutsches Ärzteblatt Gesamtbelegung (A+B+C);;Köln;1030;woe;11;363;382982;381283;384313;;379351;;378654;;;;;;1932;1699;;;;;175;130;;;129;;114;;;;;;1;45;;;;311;;;;;;;;;;;;;;;;;;0
20212;3100801042;367;Schafzucht;;Stuttgart;1312;14-tgl;11;367;5381;5206;5823;;5140;;34;;;;;;66;175;;;;;299;289;;;288;;;;;;;;1;10;;;;306;;;;;;;;;;;;;;;;;;0
20212;3100801032;368;DGS-Magazin;;Stuttgart;1312;mtl;11;368;4396;4106;4647;;1362;;19;;;;;;2744;290;;;;;292;279;;;267;;;;;;;;12;13;;;;306;;;;;;;;;;;;;;;;;;0
20212;3111001032;369;DVZ - Deutsche Logistik-Zeitung;;Hamburg;895;2 x woe;11;369;8950;8731;5892;;6030;;;;;;;;2701;219;;;;;426;412;;;412;;;;;;;;;14;;;;304;;;;;;;;;;;;;;;;;;0
20212;3111001032;7686;DVZ - Deutsche Logistik-Zeitung;davon ePaper;Hamburg;895;2 x woe;12;7686;3178;3178;;;594;;;;;;;;2584;;;;;;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;0
20212;3190101022;370;Deutscher Drucker;;Ulm;411;14-tgl;11;370;3614;2837;4900;;2699;;759;;;;;;138;777;15;1;;;219;183;;;178;;4;;;;;;5;36;;;;303;;;;;;;;;;;;;;;;;;0
20212;3010301102;371;Deutsches Architektenblatt  Gesamt;;Düsseldorf;4489;mtl;11;371;136202;134786;137723;;134786;;134786;;;;;;;1416;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3041201012;373;Malerblatt;;Leinfelden-Echterdingen;4411;mtl;11;373;19655;9313;17700;;3003;;;;;;;;6310;10342;;;;;279;213;;;164;;;;;;;;49;66;;;;305;;;;;;;;;;;;;;;;;;0
20212;3041201012;11781;Malerblatt;davon ePaper;Leinfelden-Echterdingen;4411;mtl;12;11781;2019;2019;;;;;;;;;;;2019;;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3010301154;374;db deutsche bauzeitung;;Leinfelden-Echterdingen;4411;9 x jähr;11;374;26929;11863;25000;;2396;;850;;;;;;9467;15066;;;;;431;309;;;207;;2;;;;;;102;122;;;;305;;;;;;;;;;;;;;;;;;0
20212;3010301154;11782;db deutsche bauzeitung;davon ePaper;Leinfelden-Echterdingen;4411;10 x jähr;12;11782;2013;2013;;;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3011501022;375;dds-das magazin für möbel und ausbau;;Leinfelden-Echterdingen;4411;mtl;11;375;23705;7510;21800;;4072;;;;;;;;3438;16195;;;;;298;223;;;204;;;;;;;;19;75;;;;305;;;;;;;;;;;;;;;;;;0
20212;3011501022;11783;dds-das magazin für möbel und ausbau;davon ePaper;Leinfelden-Echterdingen;4411;mtl;12;11783;2013;2013;;;;;;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;1611001200;376;Schweriner Volkszeitung Schwerin;;Schwerin;300;Mo-Sa;10;376;19166;18883;16921;;15601;;;1091;1969;878;;;2191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100677
20212;1611001200;11072;Schweriner Volkszeitung Schwerin;davon ePaper;Schwerin;300;Mo-Sa;10;11072;3388;3388;;;1565;;;9;9;;;;1814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100677
20212;3210201022;379;Deutsches Steuerrecht;;München;1111;woe;11;379;18834;18405;20197;;14614;;11789;1;1;;;;3790;429;;;;;80;79;;;40;;;;;;;;39;1;;;;310;;;;;;;;;;;;;;;;;;0
20212;3100901012;380;Deutsche Weinbau, Der;;Neustadt;1167;14-tgl;11;380;6957;4405;7000;;3954;30;1087;;;;;;451;2552;;;;;353;325;;;289;;52;;;;;;36;28;;;;306;;;;;;;;;;;;;;;;;;0
20212;3011701012;382;dhf Intralogistik;;Marburg;432;10 x jähr;11;382;11551;105;12000;;105;;;;;;;;;11446;;;;;93;8;;;8;;;;;;;;;85;;;;303;;;;;;;;;;;;;;;;;;0
20212;3010301072;383;DBZ Deutsche Bauzeitschrift;;Gütersloh;887;mtl;11;383;29797;8735;30000;;8701;;6928;27;27;;;;7;21062;;;;;354;253;;;248;;54;4;4;;;;1;101;;;;305;;;;;;;;;;;;;;;;;;0
20212;3100501112;384;agrarheute;;München;4188;mtl;11;384;55051;42493;63166;;29114;;;34;3878;3844;;;13345;12558;;;;;5990;5961;;;3439;;;19;522;503;;;2503;29;;;;306;;;;;;;;;;;;;;;;;;0
20212;3100801012;386;Milchrind;;Münster;1155;vtl-jähr;11;386;20323;20064;20540;;784;;;;;;;;19280;259;;;;;392;388;;;169;;;;;;;;219;4;;;;306;;;;;;;;;;;;;;;;;;0
20212;3020501032;389;Pflegezeitschrift;;Berlin;6241;mtl;11;389;3933;3659;5000;;3387;;1160;1;1;;;;271;274;;;;;221;220;;;188;;4;;;;;;32;1;;;;311;;;;;;;;;;;;;;;;;;0
20212;3020801012;391;Deutsches Tierärzteblatt;;Köln;1030;mtl;11;391;43074;42705;43507;;42609;;42306;;;;;;96;369;;;;;398;394;;;391;;367;;;;;;3;4;;;;312;;;;;;;;;;;;;;;;;;0
20212;3150701012;392;Deutsche Polizei;;Hilden;982;mtl;11;392;188941;188146;190752;;182416;;182312;;;;;;5730;795;;;;;187;187;;;174;;174;;;;;;13;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3021001092;394;Dental Spiegel;;SALZBURG;1125;9 x jähr;11;394;35007;4000;35500;;;;;;;;;;4000;31007;;;;;1500;;;;;;;;;;;;;1500;;;;311;;;;;;;;;;;;;;;;;;0
20212;3310101022;396;DOZ - Optometrie. Ästhetik. Business;;Heidelberg;965;mtl;11;396;5492;3722;6241;;3687;245;;;;;;;35;1770;;;;;493;361;;;352;13;;;;;;;9;132;;;;311;;;;;;;;;;;;;;;;;;0
20212;3310101022;11344;DOZ - Optometrie. Ästhetik. Business;davon ePaper;Heidelberg;965;mtl;12;11344;196;177;;;177;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;0
20212;3010901012;397;DDH Das Dachdecker-Handwerk;;Köln;1040;16 x jähr;11;397;9329;4388;9500;;3837;;;;;;;;551;4941;;;;;99;85;;;82;;;;;;;;3;14;;;;305;;;;;;;;;;;;;;;;;;0
20212;3100501102;398;DLG-Mitteilungen;;Frankfurt;828;mtl;11;398;20043;19046;20310;;2352;;;;;;;;16694;997;;;;;704;651;;;169;;;;;;;;482;53;;;;306;;;;;;;;;;;;;;;;;;0
20212;3100501102;11907;DLG-Mitteilungen;davon ePaper;Frankfurt;828;mtl;12;11907;901;877;;;9;;;;;;;;868;24;;;;;;;;;;;;;;;;;;;;;;306;;;;;;;;;;;;;;;;;;0
20212;3041001012;399;Ernährungs-Umschau;;Wiesbaden;847;mtl;11;399;8377;7802;8450;;7793;;4705;9;9;;;;;575;;;;;718;686;;;686;;322;;;;;;;32;;;;302;;;;;;;;;;;;;;;;;;0
20212;3090301052;400;EPP Elektronik Produktion & Prüftechnik;;Leinfelden-Echterdingen;1060;7 x jähr;11;400;8550;1991;7000;;65;;;;;;;;1926;6559;;;;;136;5;;;5;;;;;;;;;131;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090301052;11722;EPP Elektronik Produktion & Prüftechnik;davon ePaper;Leinfelden-Echterdingen;1060;7 x jähr;12;11722;1585;1226;;;;;;;;;;;1226;359;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090301012;402;Elektronik;;Haar;1124;14-tgl;11;402;37254;8975;20800;;8820;;6555;;;;;;155;28279;;;;;629;517;;;417;;176;;;;;;100;112;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090301012;12042;Elektronik;davon ePaper;Haar;1124;14-tgl;12;12042;16887;;;;;;;;;;;;;16887;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3100601032;405;agrarzeitung Wirtschaft für die Landwirtschaft;;Frankfurt;827;woe;11;405;10549;7060;6985;;3732;;;;;;;;3328;3489;;;;;233;219;;;216;;;;;;;;3;14;;;;301;;;;;;;;;;;;;;;;;;0
20212;3100601032;11806;agrarzeitung Wirtschaft für die Landwirtschaft;davon ePaper;Frankfurt;827;woe;12;11806;3716;3716;;;436;;;;;;;;3280;;;;;;;;;;;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3010101012;406;Entsorga;;Frankfurt;827;6 x jähr;11;406;10351;581;10500;;524;;;;;;;;57;9770;;;;;250;67;;;67;;;;;;;;;183;;;;306;;;;;;;;;;;;;;;;;;0
20212;5720711332;407;elektronik JOURNAL;;Heidelberg;961;4 x jähr;11;407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15956;;;;;;;576464
20212;3090201012;408;elektro AUTOMATION;;Leinfelden-Echterdingen;1060;6 x jähr;11;408;16411;3613;14000;;86;;;;;;;;3527;12798;;;;;41;4;;;4;;;;;;;;;37;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090201012;11784;elektro AUTOMATION;davon ePaper;Leinfelden-Echterdingen;1060;8 x jähr;12;11784;2502;2127;;;;;;;;;;;2127;375;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3010301164;409;Element + Bau;;Nürnberg;1176;6 x jähr;11;409;6220;15;6600;;15;;;;;;;;;6205;;;;;11;3;;;3;;;;;;;;;8;;;;305;;;;;;;;;;;;;;;;;;0
20212;3090301082;411;Elektronikpraxis;;Würzburg;6152;2 x mtl;11;411;29947;3137;30000;;536;;392;;;;;;2601;26810;;;;;1487;62;;;62;;52;;;;;;;1425;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090201022;412;elektrotechnik - DAS AUTOMATISIERUNGS-MAGAZIN;;Würzburg;6152;mtl;11;412;12878;1425;13000;;125;;;;;;;;1300;11453;;;;;70;7;;;7;;;;;;;;;63;;;;303;;;;;;;;;;;;;;;;;;0
20212;1611001400;413;Schweriner Volkszeitung Bützow;;Schwerin;300;Mo-Sa;10;413;2828;2767;2824;;2445;;;133;275;142;;;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100535
20212;1611001400;11048;Schweriner Volkszeitung Bützow;davon ePaper;Schwerin;300;Mo-Sa;10;11048;301;301;;;161;;;;;;;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100535
20212;3050606042;414;EZ Eisenwaren-Zeitung;;Düsseldorf;991;10 x jähr;11;414;3942;444;4000;;388;;;;;;;;56;3498;;;;;41;36;;;20;;;;;;;;16;5;;;;301;;;;;;;;;;;;;;;;;;0
20212;1611001600;416;Schweriner Volkszeitung Gadebusch;;Schwerin;300;Mo-Sa;10;416;3429;3401;3356;;2995;;;134;300;166;;;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101973
20212;1611001600;11051;Schweriner Volkszeitung Gadebusch;davon ePaper;Schwerin;300;Mo-Sa;10;11051;447;447;;;234;;;;;;;;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101973
20212;3100401032;418;Eilbote - Das Magazin für das Landmaschinenwesen;;Winsen;1356;woe;11;418;4603;3860;4746;;3640;181;;;;;;;220;743;;;;;412;354;;;354;;;;;;;;;58;;;;306;;;;;;;;;;;;;;;;;;0
20212;3140201022;419;ew-Magazin für die Energiewirtschaft;;Offenbach;1311;mtl;11;419;3750;746;4000;;737;;;1;1;;;;8;3004;;;;;130;112;;;112;;;;;;;;;18;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090201052;420;de - das elektrohandwerk;;Heidelberg;961;20 x jähr;11;420;54065;39150;36000;;16229;;4734;1;1;;;;22920;14915;2775;60;;;208;185;;;182;;;;;;;;3;23;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090201052;11774;de - das elektrohandwerk;davon ePaper;Heidelberg;961;20 x jähr;12;11774;18340;18248;;;481;;66;;;;;;17767;92;;;;;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090301032;421;elektronik industrie;;Heidelberg;961;12 x jähr;11;421;24132;2109;24300;;53;;;;;;;;2056;22023;;;;;3086;105;;;25;;;;;;;;80;2981;;;;303;;;;;;;;;;;;;;;;;;0
20212;3150601066;425;Erziehung und Wissenschaft Niedersachsen;;Essen;814;9 x jähr;10;425;28547;28547;29933;;28547;;28514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308;;;;;;;;;;;;;;;;;;0
20212;3150601062;426;Erziehung und Wissenschaft Bundesausgabe;;Essen;814;mtl;11;426;267110;265981;268469;;265981;;265885;;;;;;;1129;;;;;;;;;;;;;;;;;;;;;;308;;;;;;;;;;;;;;;;;;0
20212;3050614012;428;ECHO! DAS REWE MAGAZIN;;Köln;7302;10 x jähr;11;428;35782;35782;35917;;176;;;;;;;;35606;;;;;;10;10;;;;;;;;;;;10;;;;;302;;;;;;;;;;;;;;;;;;0
20212;3090201026;429;etz Elektrotechnik + Automation;;Offenbach;1311;16 x jähr;11;429;22839;1035;23000;;887;;136;;;;;;148;21804;;;;;395;96;;;94;;3;;;;;;2;299;;;;303;;;;;;;;;;;;;;;;;;0
20212;3090201062;431;netzpraxis;;Offenbach;1311;mtl;11;431;5739;1568;6000;;731;;;1;1;;;;836;4171;5;1;;;205;187;;;78;;;;;;;;109;18;;;;306;;;;;;;;;;;;;;;;;;0
20212;2291101042;432;FLUG REVUE;;Stuttgart;4599;mtl;11;432;22911;22619;34197;;12649;;1082;8446;19938;11492;61;279;1184;292;;;;;3955;3935;;;1753;;23;2166;4812;2646;;;16;20;;;;222;;;;;;;;;;;;;;;;;;543766
20212;2291101042;10486;FLUG REVUE;davon ePaper;Stuttgart;4599;mtl;12;10486;2051;2051;;;466;;;165;165;;;279;1141;;;;;;;;;;;;;;;;;;;;;;;222;;;;;;;;;;;;;;;;;;543766
20212;3170201012;436;funkschau;;Haar;1124;mtl;11;436;27773;723;20800;;689;;;;;;;;34;27050;;;;;274;74;;;54;;;;;;;;20;200;;;;301;;;;;;;;;;;;;;;;;;0
20212;3170201012;12040;funkschau;davon ePaper;Haar;1124;mtl;12;12040;7411;;;;;;;;;;;;;7411;;;;;;;;;;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;3120201172;437;First Class;;Hilden;2943;10 x jähr;11;437;13919;11074;14000;;4734;;4402;;;;;;6340;2845;;;;;559;510;;;7;;;;;;;;503;49;;;;302;;;;;;;;;;;;;;;;;;0
20212;3150610012;438;Fussballtraining;;Münster;1157;mtl;11;438;12710;11645;14215;;11322;44;;211;458;247;;;112;1065;;;;;1699;1695;;;1677;8;;;;;;;18;4;;;;314;;;;;;;;;;;;;;;;;;0
20212;3120201152;441;food service;;Frankfurt;827;10 x jähr;11;441;10102;3447;8800;;1781;;;;;;;;1666;6655;;;;;336;233;;;232;;;;;;;;1;103;;;;302;;;;;;;;;;;;;;;;;;0
20212;3120201152;11374;food service;davon ePaper;Frankfurt;827;10 x jähr;12;11374;1775;1775;;;130;;;;;;;;1645;;;;;;;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;1611001800;442;Schweriner Volkszeitung Güstrow;;Schwerin;300;Mo-Sa;10;442;6376;6166;6246;;5339;;;301;651;350;;;526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101473
20212;1611001800;11054;Schweriner Volkszeitung Güstrow;davon ePaper;Schwerin;300;Mo-Sa;10;11054;680;680;;;314;;;;;;;;366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101473
20212;3050801072;443;Fleischwirtschaft;;Frankfurt;827;mtl;11;443;5155;908;5500;;775;;;;;;;;133;4247;;;;;999;171;;;162;;;;;;;;9;828;;;;302;;;;;;;;;;;;;;;;;;0
20212;3160301022;444;fluid;;Landsberg;1052;6 x jähr;11;444;9617;872;9720;;393;;;;;;;;479;8745;98;2;;;402;87;;;72;;;;;;;;15;315;5;1;;303;;;;;;;;;;;;;;;;;;0
20212;3160501022;445;MECHATRONIK - Design | Entwicklung | Integration;;Mainleus;7121;8 x jähr;11;445;6900;;7100;;;;;;;;;;;6900;2375;45;;;282;;;;;;;;;;;;;282;55;5;;303;;;;;;;;;;;;;;;;;;0
20212;3011701032;446;F+H Fördern und Heben;;Mainz;1085;11 x jähr;11;446;9751;229;10000;;217;;;;;;;;12;9522;;;;;76;30;;;30;;;;;;;;;46;;;;303;;;;;;;;;;;;;;;;;;0
20212;3060201012;447;Farbe und Lack;;Hannover;954;mtl;11;447;2083;1997;2246;;1979;;;;;;;;18;86;;;;;351;331;;;330;;;;;;;;1;20;;;;303;;;;;;;;;;;;;;;;;;0
20212;3140201052;448;Euroheat & Power;;Offenbach;1311;mtl;11;448;728;425;1100;;412;;;;;;;;13;303;5;1;;;103;77;;;77;;;;;;;;;26;;;;306;;;;;;;;;;;;;;;;;;0
20212;3020401052;449;f&w - führen und wirtschaften im Krankenhaus;;Melsungen;1094;mtl;11;449;2867;2634;3200;;2624;;242;3;3;;;;7;233;;;;;68;63;;;62;;1;;;;;;1;5;;;;311;;;;;;;;;;;;;;;;;;0
20212;1611002000;451;Schweriner Volkszeitung Hagenow;;Schwerin;300;Mo-Sa;10;451;8962;8845;8729;;7849;;;402;766;364;;;594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100767
20212;1611002000;11057;Schweriner Volkszeitung Hagenow;davon ePaper;Schwerin;300;Mo-Sa;10;11057;946;946;;;505;;;;;;;;441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100767
20212;2940101002;453;VdK-Zeitung;;Berlin;470;10 x jähr;11;453;1748655;1746477;1768433;;1746477;;1746477;;;;;;;2178;;;;;1781;1781;;;1781;;1781;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;520132
20212;3310101032;454;Focus;;Mülheim;7241;11 x jähr;11;454;10000;3962;10200;;3962;1855;;;;;;;;6038;;;;;104;65;;;65;15;;;;;;;;39;;;;311;;;;;;;;;;;;;;;;;;0
20212;3011001012;456;F+P Fliesen und Platten;;Köln;1040;mtl;11;456;10387;4016;10500;;3383;;;;;;;;633;6371;;;;;267;222;;;199;;;;;;;;23;45;;;;305;;;;;;;;;;;;;;;;;;0
20212;3011201014;457;Familienheim und Garten;;Bonn;1032;mtl;11;457;323770;323460;318542;;321256;;321145;;;;;;2204;310;;;;;;;;;;;;;;;;;;;;;;314;;;;;;;;;;;;;;;;;;0
20212;3011201014;11928;Familienheim und Garten;davon ePaper;Bonn;1032;mtl;12;11928;5661;5661;;;5400;;5400;;;;;;261;;;;;;;;;;;;;;;;;;;;;;;314;;;;;;;;;;;;;;;;;;0
20212;3170101012;460;FKT;;Berlin;1245;10 x jähr;11;460;1703;1520;1713;;1520;;1261;;;;;;;183;;;;;144;140;;;140;;97;;;;;;;4;;;;303;;;;;;;;;;;;;;;;;;0
20212;3021001012;462;Freie Zahnarzt, Der;;Berlin;6241;11 x jähr;11;462;45978;18134;47327;;18134;;18117;;;;;;;27844;;;;;281;267;;;267;;267;;;;;;;14;;;;311;;;;;;;;;;;;;;;;;;0
20212;3120301042;463;Flüssiges Obst;;Oberhonnefeld;1264;mtl;11;463;899;538;1000;;538;;;;;;;;;361;;;;;119;108;;;108;;;;;;;;;11;;;;303;;;;;;;;;;;;;;;;;;0
20212;3110701032;465;fvw | TravelTalk;;Hamburg;915;24 x jähr;11;465;17981;17770;11365;;10261;;3336;;;;;;7509;211;;;;;572;569;;;562;;156;;;;;;7;3;;;;304;;;;;;;;;;;;;;;;;;0
20212;3110701032;9497;fvw | TravelTalk;davon ePaper;Hamburg;915;24 x jähr;12;9497;6758;6758;;;1221;;;;;;;;5537;;;;;;;;;;;;;;;;;;;;;;;304;;;;;;;;;;;;;;;;;;0
20212;1611002200;467;Schweriner Volkszeitung Ludwigslust;;Schwerin;300;Mo-Sa;10;467;6390;6271;6008;;5421;;;232;493;261;;;618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101439
20212;1611002200;11063;Schweriner Volkszeitung Ludwigslust;davon ePaper;Schwerin;300;Mo-Sa;10;11063;794;794;;;289;;;;;;;;505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101439
20212;2230301288;468;Fernfahrer;;Stuttgart;410;mtl;11;468;17224;16435;32500;;8720;;;7365;21704;14339;10;;340;789;;;;;1846;1788;;;1080;;;706;2337;1631;;;2;58;;;;213;;;;;;;;;;;;;;;;;;539715
20212;2230301288;10527;Fernfahrer;davon ePaper;Stuttgart;410;mtl;12;10527;397;384;;;98;;;;;;;;286;13;;;;;;;;;;;;;;;;;;;;;;213;;;;;;;;;;;;;;;;;;539715
20212;3110401042;469;Fahrzeug + Karosserie;;Würzburg;6152;mtl;11;469;6380;2620;6500;;2393;;;;;;;;227;3760;;;;;107;105;;;91;;;;;;;;14;2;;;;303;;;;;;;;;;;;;;;;;;0
20212;3011101022;470;Wohnungswirtschaft, Die;;Freiburg;6330;mtl;11;470;2663;2420;3071;;2047;;;;;;;;373;243;;;;;9;4;;;2;;;;;;;;2;5;;;;305;;;;;;;;;;;;;;;;;;0
20212;2240301132;471;Evangelischer Kirchenbote;;Speyer;980;woe;11;471;11001;10982;12000;;8622;;;;;;;;2360;19;;;;;;;;;;;;;;;;;;;;;;272;;;;;;;;;;;;;;;;;;512965
