Quartal;IVW-Nr.;Titel-Nr.;Titel;Zusatz;Ort;Verlagsnummer;Erscheinungsweisen;Kennzeichen Statistik;Mitgliedsnummer;Verbreitung;Verkauf;Druckauflage gesamt;Verkauf zur Weitergabe an Kunden;Abo gesamt;dav Mehrf 25;dav Mitgl;EV-Verkauf;EV-Lieferung;Remittenden;Lesezirkel;Bordexemplare;Sonst Verk;Freist gesamt;davon ausgelegt;Zahl Auslege-Stellen;Reste/Belege;Sonderhinweis;Verbreitung (Ausland);Verkauf (Ausland);Druckauflage gesamt (A);Verkauf zur Weitergabe an Kunden (A);Abo gesamt (A);dav Mehrf 25 (A);dav Mitgl (A);EV-Verkauf (A);EV-Lieferung (A);Remittenden (A);Lesezirkel (A);Bordexemplare (A);Sonst Verk (A);Freist gesamt (A);davon ausgelegt (A);Zahl Auslege-Stellen (A);Reste/Belege (A);Sachgruppe;Bindeauflage;VerkAuflage;VertriebAb;Postvert_gesamt;Postvert_CDROM;Direktvertr_gesamt;Direktvertr_CDROM;Verbreitung_gesamt;Verbreitung_CDROM;Korrektur_KZ;Supplement_Gesamtverkauf;Supplement_Sonstige_Verbreitung_gesamt;Nicht_IVW-angeschlossene_Trägerobjekte;Bindeauflage (CD);VerkAuflage (CD);Freist gesamt (CD);Erschienen;ZIS-Schlüssel/PZ-Nr.
20212;3010201865;8507;IHK Magazin Wirtschaft;;Waiblingen;6333;11 x jähr;11;8507;83193;81993;85133;;81993;;81893;;;;;;;1200;;;;;82;82;;;82;;82;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;
20212;2290401122;8508;Natur + Umwelt;;Lauf;6334;vtl-jähr;11;8508;140666;131658;150000;;131658;;131658;;;;;;;9008;2476;84;;;152;152;;;152;;152;;;;;;;;;;;206;;;;;;;;;;;;;;;;;;597130
20212;3010201300;8511;Ship & Offshore;;Hamburg;895;6 x jähr;11;8511;5349;360;5500;;202;;102;;;;;;158;4989;;;;;3485;172;;;42;;1;;;;;;130;3313;;;;301;;;;;;;;;;;;;;;;;;
20212;1148000002;8513;mrw Mediaregion Ruhrgebiet/Westfalen;Gesamtausgabe 1000;Dortmund;418;Mo-Sa;10;8513;200396;188363;177040;;170378;;;5228;11774;6546;;;12757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104882
20212;1148000002;9167;mrw Mediaregion Ruhrgebiet/Westfalen;davon ePaper;Dortmund;418;Mo-Sa;12;9167;33857;31846;;;22151;;;;;;;;9695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104882
20212;1159612610;8521;Rheinische Post BM Bergische Morgenpost;;Düsseldorf;624;Mo-Sa;10;8521;5450;5205;5149;;4891;;;105;278;173;;;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105304
20212;1159612610;8531;Rheinische Post BM Bergische Morgenpost;davon ePaper;Düsseldorf;624;Mo-Sa;10;8531;489;489;;;384;;;;;;;;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105304
20212;2221913032;8539;Land IDEE;;Ismaning;7140;6 x jähr;11;8539;327237;326619;489405;;52080;;;264785;422273;157488;9066;;688;618;;;;;27291;27280;;;1074;;;26206;50750;24544;;;;11;;;;208;;;;;;;;;;;;;;;;;;592313
20212;2230801202;8546;fotoforum Fotografie & Präsentation;;Münster;6352;6 x jähr;11;8546;5115;5099;5764;;4994;;;76;76;;;;29;16;;;;;612;612;;;604;;;8;8;;;;;;;;;215;;;;;;;;;;;;;;;;;;527984
20212;2221001092;8548;NEUE FREIZEIT;;B186EW BIRMINGHAM;6210;5-woe;11;8548;203239;203232;308108;;;;;203232;307932;104700;;;;7;;;;;30966;30966;;;;;;30966;57150;26184;;;;;;;;205;;;;;;;;;;;;;;;;;;569819
20212;2221101000;8549;neues für die Frau;;B186EW BIRMINGHAM;6210;5-woe;11;8549;108162;108156;205075;;;;;108156;204879;96723;;;;6;;;;;8616;8616;;;;;;8616;21695;13079;;;;;;;;205;;;;;;;;;;;;;;;;;;573789
20212;3310101102;8550;pip Praktische Implantologie u. Implantatprothetik;;Miesbach;6354;6 x jähr;11;8550;15000;;15020;;;;;;;;;;;15000;775;19;;;467;;;;;;;;;;;;;467;;;;311;;;;;;;;;;;;;;;;;;
20212;2230911244;8554;rhein-main-magazin;;Frankfurt;3754;mtl;11;8554;9200;;10000;;;;;;;;;;;9200;;;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;550118
20212;3310101112;8555;UroForum;;München;4846;10 x jähr;11;8555;5955;813;6000;;775;;766;;;;;;38;5142;;;;;64;36;;;36;;36;;;;;;;28;;;;311;;;;;;;;;;;;;;;;;;
20212;2670121072;8558;Filly Magazin;;Stuttgart;4700;4-woe;11;8558;41783;41783;74537;;631;;;41149;72882;31733;;;3;;;;;;2210;2210;;;75;;;2135;6134;3999;;;;;;;;224;;;;;;;;;;;;;;;;;;555029
20212;2670121082;8559;DINOSAURIER;;Stuttgart;4700;2-mtl;11;8559;38406;38406;80020;;71;;;38270;79526;41256;;;65;;;;;;9152;9152;;;71;;;9081;15675;6594;;;;;;;;224;;;;;;;;;;;;;;;;;;572214
20212;3011501063;8567;dach + holzbau;;Gütersloh;887;8 x jähr;11;8567;17760;227;18000;;223;;;3;3;;;;1;17533;;;;;43;6;;;6;;;;;;;;;37;;;;305;;;;;;;;;;;;;;;;;;0
20212;3010701102;8568;IoT DESIGN;;Marburg;432;6 x jähr;11;8568;;;;;;;;;;;;;;;;;;Im Berichtszeitraum nicht erschienen;;;;;;;;;;;;;;;;;;303;;;;;;;;;;;;;;;;;;
20212;3050619042;8569;Mixology;;Neustadt;1167;2-mtl;11;8569;6355;3027;7000;;2322;5;;626;1089;463;;;79;3328;;;;;1232;521;;;398;;;115;185;70;;;8;711;;;;302;;;;;;;;;;;;;;;;;;
20212;2221913063;8571;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Gesamt;Berlin;6373;mtl;11;8571;42122;41222;42262;;41222;;41222;;;;;;;900;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;576699
20212;2221913064;8572;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Duisburg-Gladbeck-Meidrich;Berlin;6373;mtl;10;8572;1949;1897;1969;;1897;;1897;;;;;;;52;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;573118
20212;2221913065;8573;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Kassel;Berlin;6373;mtl;10;8573;6773;6634;6793;;6634;;6634;;;;;;;139;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;562804
20212;2221913066;8574;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Mecklenburg-Vorpommern;Berlin;6373;mtl;10;8574;1474;1407;1494;;1407;;1407;;;;;;;67;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;589676
20212;2221913067;8575;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Oberhausen;Berlin;6373;mtl;10;8575;3573;3521;3593;;3521;;3521;;;;;;;52;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;557689
20212;2221913068;8576;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Ostwestfalen-Lippe;Berlin;6373;mtl;10;8576;17608;17427;17628;;17427;;17427;;;;;;;181;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;514857
20212;2221913069;8577;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Sachsen;Berlin;6373;mtl;10;8577;7256;6935;7276;;6935;;6935;;;;;;;321;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;532269
20212;2221913070;8578;Haus & Grund (Magazin f.d. private Haus-,Wohnungs-;und Grundeigentum)  Thüringen;Berlin;6373;mtl;10;8578;3489;3401;3509;;3401;;3401;;;;;;;88;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;538649
20212;1384407400;8585;Südkurier SLR Bad Säckingen/Wehr/Rheinfelden;;Konstanz;1042;Mo-Fr;10;8585;6071;5955;5356;;4922;;;93;183;90;;;940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101930
20212;1384407400;8587;Südkurier SLR Bad Säckingen/Wehr/Rheinfelden;davon ePaper;Konstanz;1042;Mo-Fr;10;8587;915;915;;;431;;;;;;;;484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101930
20212;1384407400;8586;Südkurier SLR Bad Säckingen/Wehr/Rheinfelden;;Konstanz;1042;Sa;10;8586;6099;5986;5386;;4836;;;206;301;95;;;944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101930
20212;1384407400;8588;Südkurier SLR Bad Säckingen/Wehr/Rheinfelden;davon ePaper;Konstanz;1042;Sa;10;8588;915;915;;;431;;;;;;;;484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101930
20212;1384411800;8589;Südkurier BK Bodenseekreis;;Konstanz;1042;Mo-Fr;10;8589;16798;16618;13582;;13997;;;377;631;254;;;2244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101902
20212;1384411800;8591;Südkurier BK Bodenseekreis;davon ePaper;Konstanz;1042;Mo-Fr;10;8591;3698;3698;;;2081;;;;;;;;1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101902
20212;1384411800;8590;Südkurier BK Bodenseekreis;;Konstanz;1042;Sa;10;8590;17641;17463;14600;;14343;;;868;1292;424;;;2252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101902
20212;1384411800;8592;Südkurier BK Bodenseekreis;davon ePaper;Konstanz;1042;Sa;10;8592;3696;3696;;;2080;;;;;;;;1616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101902
20212;1384404400;8593;Südkurier DNE Donaueschingen/Titisee-Neustadt;;Konstanz;1042;Mo-Fr;10;8593;7970;7836;6896;;6723;;;67;153;86;;;1046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101420
20212;1384404400;8595;Südkurier DNE Donaueschingen/Titisee-Neustadt;davon ePaper;Konstanz;1042;Mo-Fr;10;8595;1271;1271;;;630;;;;;;;;641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101420
20212;1384404400;8594;Südkurier DNE Donaueschingen/Titisee-Neustadt;;Konstanz;1042;Sa;10;8594;8189;8058;7169;;6785;;;224;360;136;;;1049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101420
20212;1384404400;8596;Südkurier DNE Donaueschingen/Titisee-Neustadt;davon ePaper;Konstanz;1042;Sa;10;8596;1270;1270;;;629;;;;;;;;641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101420
20212;1384411010;8599;Südkurier K Konstanz;;Konstanz;1042;Mo-Fr;10;8599;15753;15496;12839;;12364;;;508;803;295;;;2624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101834
20212;1384411010;8601;Südkurier K Konstanz;davon ePaper;Konstanz;1042;Mo-Fr;10;8601;3537;3537;;;1602;;;;;;;;1935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101834
20212;1384411010;8600;Südkurier K Konstanz;;Konstanz;1042;Sa;10;8600;16810;16556;13986;;12726;;;1198;1572;374;;;2632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101834
20212;1384411010;8602;Südkurier K Konstanz;davon ePaper;Konstanz;1042;Sa;10;8602;3537;3537;;;1602;;;;;;;;1935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101834
20212;1384412200;8603;Südkurier MP Meßkirch/Pfullendorf;;Konstanz;1042;Mo-Fr;10;8603;6452;6384;5288;;5556;;;55;117;62;;;773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101724
20212;1384412200;8605;Südkurier MP Meßkirch/Pfullendorf;davon ePaper;Konstanz;1042;Mo-Fr;10;8605;1340;1340;;;828;;;;;;;;512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101724
20212;1384412200;8604;Südkurier MP Meßkirch/Pfullendorf;;Konstanz;1042;Sa;10;8604;6589;6523;5444;;5599;;;149;242;93;;;775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101724
20212;1384412200;8606;Südkurier MP Meßkirch/Pfullendorf;davon ePaper;Konstanz;1042;Sa;10;8606;1341;1341;;;828;;;;;;;;513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101724
20212;1384411012;8607;Südkurier R Radolfzell/Stockach;;Konstanz;1042;Mo-Fr;10;8607;12224;12058;10220;;10015;;;249;410;161;;;1794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100629
20212;1384411012;8609;Südkurier R Radolfzell/Stockach;davon ePaper;Konstanz;1042;Mo-Fr;10;8609;2343;2343;;;999;;;;;;;;1344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100629
20212;1384411012;8608;Südkurier R Radolfzell/Stockach;;Konstanz;1042;Sa;10;8608;12957;12795;11190;;10283;;;719;1116;397;;;1793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100629
20212;1384411012;8610;Südkurier R Radolfzell/Stockach;davon ePaper;Konstanz;1042;Sa;10;8610;2342;2342;;;998;;;;;;;;1344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100629
20212;1384400600;8611;Südkurier Region Bodensee;;Konstanz;1042;Mo-Fr;10;8611;65775;64912;54413;;54183;;;1458;2398;940;;;9271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100777
20212;1384400600;8614;Südkurier Region Bodensee;davon ePaper;Konstanz;1042;Mo-Fr;10;8614;13234;13234;;;6611;;;;;;;;6623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100777
20212;1384400600;8612;Südkurier Region Bodensee;;Konstanz;1042;Sa;10;8612;69274;68425;58555;;55366;;;3756;5337;1581;;;9303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100777
20212;1384400600;8613;Südkurier Region Bodensee;davon ePaper;Konstanz;1042;Sa;10;8613;13230;13230;;;6608;;;;;;;;6622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100777
20212;1384400800;8615;Südkurier Region Hochrhein;;Konstanz;1042;Mo-Fr;10;8615;22570;22298;19488;;18847;;;283;599;316;;;3168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100355
20212;1384400800;8617;Südkurier Region Hochrhein;davon ePaper;Konstanz;1042;Mo-Fr;10;8617;3731;3731;;;2002;;;;;;;;1729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100355
20212;1384400800;8616;Südkurier Region Hochrhein;;Konstanz;1042;Sa;10;8616;23029;22762;19971;;18889;;;692;1027;335;;;3181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100355
20212;1384400800;8618;Südkurier Region Hochrhein;davon ePaper;Konstanz;1042;Sa;10;8618;3731;3731;;;2002;;;;;;;;1729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100355
20212;1384411200;8621;Südkurier H Hegau Singen/Engen;;Konstanz;1042;Mo-Fr;10;8621;14550;14358;12487;;12251;;;270;438;168;;;1837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101915
20212;1384411200;8623;Südkurier H Hegau Singen/Engen;davon ePaper;Konstanz;1042;Mo-Fr;10;8623;2315;2315;;;1100;;;;;;;;1215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101915
20212;1384411200;8622;Südkurier H Hegau Singen/Engen;;Konstanz;1042;Sa;10;8622;15277;15088;13335;;12415;;;821;1114;293;;;1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101915
20212;1384411200;8624;Südkurier H Hegau Singen/Engen;davon ePaper;Konstanz;1042;Sa;10;8624;2313;2313;;;1099;;;;;;;;1214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101915
20212;1384411412;8629;Südkurier V Villingen-Schwenningen;;Konstanz;1042;Mo-Fr;10;8629;13672;13447;11892;;11412;;;167;411;244;;;1868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101585
20212;1384411412;8631;Südkurier V Villingen-Schwenningen;davon ePaper;Konstanz;1042;Mo-Fr;10;8631;2209;2209;;;1219;;;;;;;;990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101585
20212;1384411412;8630;Südkurier V Villingen-Schwenningen;;Konstanz;1042;Sa;10;8630;14009;13787;12382;;11458;;;445;844;399;;;1884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101585
20212;1384411412;8632;Südkurier V Villingen-Schwenningen;davon ePaper;Konstanz;1042;Sa;10;8632;2208;2208;;;1218;;;;;;;;990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101585
20212;1384411611;8637;Südkurier WAB Waldshut-Tiengen/Bonndf./St. Blasien;;Konstanz;1042;Mo-Fr;10;8637;16499;16343;14131;;13926;;;189;416;227;;;2228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100900
20212;1384411611;8639;Südkurier WAB Waldshut-Tiengen/Bonndf./St. Blasien;davon ePaper;Konstanz;1042;Mo-Fr;10;8639;2817;2817;;;1572;;;;;;;;1245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100900
20212;1384411611;8638;Südkurier WAB Waldshut-Tiengen/Bonndf./St. Blasien;;Konstanz;1042;Sa;10;8638;16931;16778;14586;;14054;;;487;727;240;;;2237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100900
20212;1384411611;8640;Südkurier WAB Waldshut-Tiengen/Bonndf./St. Blasien;davon ePaper;Konstanz;1042;Sa;10;8640;2816;2816;;;1571;;;;;;;;1245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100900
20212;3023003200;8645;PRIVATARZT Medizin & Management, DER;;Neu-Isenburg;6386;6 x jähr;11;8645;16098;;16320;;;;;;;;;;;16098;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;
20212;3023003202;8646;PRIVATARZT GYNÄKOLOGIE, DER;;Neu-Isenburg;6386;6 x jähr;11;8646;10814;;11015;;;;;;;;;;;10814;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;
20212;2730881052;8654;WiYou.de;;Erfurt;6821;6 x jähr;11;8654;8875;;9050;;;;;;;;;;;8875;7830;401;;;;;;;;;;;;;;;;;;;;299;;;;;;;;;;NM;;;;;;;;548894
20212;2730881052;8654;WiYou.de;;Erfurt;6821;6 x jähr;11;8654;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;299;;;;;;;;;;;;;;;;;;548894
20212;1384400700;8655;Südkurier Region Schwarzwald;;Konstanz;1042;Mo-Fr;10;8655;21646;21286;18790;;18137;;;234;564;330;;;2915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100839
20212;1384400700;8619;Südkurier Region Schwarzwald;davon ePaper;Konstanz;1042;Mo-Fr;10;8619;3482;3482;;;1850;;;;;;;;1632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100839
20212;1384400700;8656;Südkurier Region Schwarzwald;;Konstanz;1042;Sa;10;8656;22202;21848;19550;;18244;;;670;1204;534;;;2934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100839
20212;1384400700;8620;Südkurier Region Schwarzwald;davon ePaper;Konstanz;1042;Sa;10;8620;3482;3482;;;1849;;;;;;;;1633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100839
20212;3011101002;8657;postmaster magazin;;Leinfelden-Echterdingen;1055;6 x jähr;11;8657;2201;1551;2249;;1509;;1294;;;;;;42;650;;;;;165;150;;;150;;141;;;;;;;15;;;;304;;;;;;;;;;;;;;;;;;
20212;2940311323;8669;GEOlino mini;;Hamburg;897;mtl;11;8669;68744;68066;89503;;52504;;;11159;29048;17889;2811;;1592;678;;;;;5771;5761;;;4003;;;839;2234;1395;15;;904;10;;;;224;;;;;;;;;;;;;;;;;;508512
20212;3010203002;8674;HEALTHCARE MARKETING;;Hamburg;909;mtl;11;8674;2777;416;3000;;401;5;;4;4;;;;11;2361;;;;;26;26;;;25;;;;;;;;1;;;;;301;;;;;;;;;;;;;;;;;;
20212;2291011012;8675;RoadBIKE;;Stuttgart;4599;mtl;11;8675;28076;27923;35933;;11208;;;9386;23884;14498;45;133;7151;153;;;;;2812;2784;;;890;;;1824;4467;2643;;;70;28;;;;214;;;;;;;;;;;;;;;;;;562237
20212;2291011012;10747;RoadBIKE;davon ePaper;Stuttgart;4599;mtl;12;10747;8469;8469;;;1285;;;218;218;;;133;6833;;;;;;;;;;;;;;;;;;;;;;;214;;;;;;;;;;;;;;;;;;562237
20212;2230901400;8678;TRENDYone;;Augsburg;6417;mtl;11;8678;34042;;34960;;;;;;;;;;;34042;33918;707;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;598634
20212;3010201200;8682;TREND and style;;Baden-Baden;997;4 x jähr;11;8682;17455;52;18620;;46;;;;;;;;6;17403;;;;;680;5;;;4;;;;;;;;1;675;;;;302;;;;;;;;;;;;;;;;;;
20212;3010101132;8685;RHEIN-WUPPER MANAGER;Wirtschaft. Regional. Spannend.;Essen;7295;6 x jähr;11;8685;15423;2300;20000;;;;;;;;;;2300;13123;2300;12;;;;;;;;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;
20212;1271900000;8687;BILD am SONNTAG Deutschland Gesamt;(BamS + B.Z. am So);Berlin;1;So;10;8687;736871;729209;799912;;89463;;;572828;751785;178957;;25624;41294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104629
20212;1271900000;9206;BILD am SONNTAG Deutschland Gesamt;davon ePaper;Berlin;1;So;12;9206;124497;119397;;;76668;;;1423;1423;;;326;40980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104629
20212;2260401002;8690;Disney cars;;Berlin;1288;mtl;11;8690;14554;14485;29109;;975;;;13500;27746;14246;;;10;69;;;;;3052;3050;;;174;;;2876;6517;3641;;;;2;;;;224;;;;;;;;;;;;;;;;;;538582
20212;2220102232;8693;GRAZIA (klassisches und Pocketformat);;Hamburg;6428;woe;11;8693;57932;55342;99367;;27363;;;16471;59575;43104;10298;;1210;2590;;;;;3293;3213;;;48;;;3148;13237;10089;17;;;80;;;;201;;;;;;;;;;;;;;;;;;586097
20212;2220102232;10297;GRAZIA (klassisches und Pocketformat);davon ePaper;Hamburg;6428;woe;12;10297;2432;2432;;;1098;;;139;139;;;;1195;;;;;;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;586097
20212;2220102232;8956;GRAZIA;davon Pocketformat;Hamburg;6428;woe;10;8956;;;;;;;;;;;;;;;;;;Im Berichtszeitraum nicht erschienen;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;586097
20212;2260401352;8697;Prinzessin Lillifee Zauberwelt;;Stuttgart;4700;2-mtl;11;8697;69378;69378;129880;;15;;;69363;129116;59753;;;;;;;;;11693;11693;;;15;;;11678;22540;10862;;;;;;;;224;;;;;;;;;;;;;;;;;;528208
20212;2221501035;8699;kunst:art;;Köln;6436;2-mtl;11;8699;199533;;200733;;;;;;;;;;;199533;199033;1741;;;28667;;;;;;;;;;;;;28667;28467;262;;217;;;;;;;;;;;;;;;;;;592114
20212;2940311363;8705;The Red Bulletin;;Wals bei Salzburg;6777;mtl;11;8705;225243;195372;226900;;4847;;;133;869;736;41000;36667;112725;29871;11943;26;;;286;11;;;10;;;;;;;;1;275;;;;212;;;;;;;;;;;;;;;;;;579295
20212;2940201012;8706;Schöne Welt;;Essen;3639;mtl;11;8706;124889;124779;195549;;;;;124779;195333;70554;;;;110;;;;;4893;4893;;;;;;4893;10170;5277;;;;;;;;205;;;;;;;;;;;;;;;;;;500334
20212;2940201022;8707;Meine Pause;;Essen;4560;mtl;11;8707;87189;87039;156598;;;;;87039;156343;69304;;;;150;;;;;1780;1780;;;;;;1780;6317;4537;;;;;;;;205;;;;;;;;;;;;;;;;;;552268
20212;2230701010;8711;MOTORRAD & REISEN;;Osterode;6454;2-mtl;11;8711;29137;29003;55411;;10500;1185;;9359;45723;36364;;;9144;134;;;;;;;;;;;;;;;;;;;;;;213;;;;;;;;;;;;;;;;;;568246
20212;2230701010;10514;MOTORRAD & REISEN;davon ePaper;Osterode;6454;2-mtl;12;10514;10096;10096;;;8704;;;423;423;;;;969;;;;;;;;;;;;;;;;;;;;;;;213;;;;;;;;;;;;;;;;;;568246
20212;5720711302;8722;patienten journal reise & gesundheit;;München;2904;6 x jähr;11;8722;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583122
20212;1314000000;8734;Heilbronner Stimme Gesamt;;Heilbronn;971;Mo-Fr;10;8734;99966;74142;71883;;65872;;;696;1952;1256;;;7574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100608
20212;1314000000;8736;Heilbronner Stimme Gesamt;davon ePaper;Heilbronn;971;Mo-Fr;10;8736;32185;8453;;;3585;;;2;2;;;;4866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100608
20212;1314000000;8735;Heilbronner Stimme Gesamt;;Heilbronn;971;Sa;10;8735;104538;78552;78553;;67895;;;3005;6205;3200;;;7652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100608
20212;1314000000;8737;Heilbronner Stimme Gesamt;davon ePaper;Heilbronn;971;Sa;10;8737;32123;8187;;;3567;;;9;9;;;;4611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100608
20212;1314020000;8738;Heilbronner Stimme Hohenloher Zeitung;;Heilbronn;971;Mo-Fr;10;8738;23545;15122;16059;;14551;;;128;338;210;;;443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101360
20212;1314020000;8740;Heilbronner Stimme Hohenloher Zeitung;davon ePaper;Heilbronn;971;Mo-Fr;10;8740;8357;583;;;527;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101360
20212;1314020000;8739;Heilbronner Stimme Hohenloher Zeitung;;Heilbronn;971;Sa;10;8739;24439;15956;17141;;14989;;;459;914;455;;;508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101360
